file name,text,index,left character,right character,left emote,right emote,RequireYN?,OnYes,OnNo,End Talkie ?,Talkie Motion,
B_1_1_Julius_15_T3,I don’t need you to lecture me!,9,Darwin,Julius,12_MC_EI,13_MO_EO,,,,,,
B_1_1_Marcus_16_T1,HAHAHA!,10,Marcus,Brutus,6_MO,8_MC,,,,,,
B_1_1_Marcus_16_T2,That’s right!,11,Marcus,Brutus,1_MO,8_MC,,,,,,
B_1_1_Brutus_17_T1,Heh heh heh.,12,Marcus,Brutus,6_MC,8_MO,,,,,,
B_1_1_Red_18_T1,At least listen to what Darwin has to say!,13,Red,Julius,6_MO_EI,13_MC_EI,,,,,,
B_1_1_Red_18_T2,He is your friend!,14,Red,Julius,7_MO_EI,13_MC_EO,,,,,,
B_1_1_Darwin_19_T1,Julius...,15,Darwin,Julius,12_MO_EI,13_MC_EO,,,,,,
B_1_1_Darwin_19_T2,do you remember when you were little and there was a festival in the Gorilla Village?,16,Darwin,Julius,1_MO_EI,13_MC_EO,,,,,,
B_1_1_Julius_20_T1,…,17,Darwin,Julius,1_MC_EI,12_MC_EO,,,,,,
B_1_1_Darwin_21_T1,The village was getting all decorated~,18,Darwin,Julius,2_MO_EI,12_MC_EO,,,,,,
B_1_1_Darwin_21_T2,but there weren't enough villagers to help.,19,Darwin,Julius,7_MO_EO,12_MC_EO,,,,,,
B_1_1_Julius_22_T1,Yeah…,20,Darwin,Julius,7_MC_EI,12_MO_EI,,,,,,
B_1_1_Darwin_23_T1,And you took it upon yourself to help put the streamers up? ,21,Darwin,Julius,2_MO_EC,3_MC_EI,,,,,,
B_1_1_Julius_24_T1,...,22,Darwin,Julius,2_MC_EI,3_MC_EI,,,,,,
B_1_1_Darwin_25_T1,Remember how good it felt?,23,Darwin,Julius,2_MO_EI,3_MC_EI,,,,,,
B_1_1_Darwin_25_T2,To help the villagers in your kingdom?,24,Darwin,Julius,4_MO_EI,3_MC_EI,,,,,,
B_1_1_Julius_26_T1,Yeah…,25,Darwin,Julius,4_MC_EI,3_MO_EO,,,,,,
B_1_1_Julius_26_T2,I do.,26,Darwin,Julius,4_MC_EI,3_MO_EI,,,,,,
B_1_1_Marcus_27_T1,SILENCE!,27,,Marcus,6_MC_EI,4_MO,,,,,enlarge,
B_1_1_RedDarwin_28_T1,Gasp!,28,Darwin,Red,6_MO_EI,5_MO_EI,,,,,,
B_1_1_Marcus_31_T1,Your majesty!,31,,Marcus,,4_MO,,,,,,
B_1_1_Marcus_31_T2,I must say that just because you helped out those commoners~,32,,Marcus,,5_MO,,,,,,
B_1_1_Marcus_31_T3,doesn't mean you can’t do as you want!,33,,Marcus,,2_MO,,,,,,
B_1_1_Marcus_31_T4,You helped them because you wanted to~,34,,Marcus,,7_MO,,,,,,
B_1_1_Marcus_31_T5,but you can do whatever you want to their silly little village because you can!,35,,Marcus,,8_MO,,,,,,
B_1_1_Marcus_31_T6,You are the future king!,36,,Marcus,,9_MO,,,,,,
B_1_1_Marcus_31_T7,They should be grateful that you even paid that village any attention at all!,37,,Marcus,,5_MO,,,,,,
B_1_1_Red_32_T1,Hey now! That’s not very nice!,38,Red,Marcus,6_MO_EI,5_MC,,,,,,
B_1_1_Julius_33_T1,No they're right.,39,Red,Julius,6_MO_EI,7_MO_EI,,,,,,
B_1_1_Julius_33_T2,This is my kingdom! I can do whatever I want!,40,Red,Julius,6_MO_EI,4_MO_EC,,,,,,
B_1_1_Darwin_34_T1,Julius!,41,Darwin,Julius,12_MO_EI,13_MC_EI,,,,,,
B_1_1_Darwin_34_T2,I don’t think-,42,Darwin,Julius,6_MO_EI,13_MC_EI,,,,,,
B_1_1_Julius_35_T1,Silence! It doesn't matter what you think!,43,Darwin,Julius,6_MC_EI,13_MO_EI,,,,,,
B_1_1_Julius_35_T2,...,44,Darwin,Julius,6_MC_EI,12_MC_EO,,,,,,
B_1_1_Wally_36_T1,Your Highness…,45,Wally,Julius,7_MO_EI,12_MC_EO,,,,,,
B_1_1_Julius_37_T1,NO!,46,Wally,Julius,2_MC_EI,7_MO_EI,,,,,shake,
B_1_1_Julius_37_T2,IT DOESN'T MATTER! THIS IS MY KINGDOM!,47,Wally,Julius,6_MC_EI,15_MO_EC,,,,,,
B_1_1_Marcus_38_T1,HAHAHA!,48,Marcus,Brutus,6_MO,8_MC,,,,,,
B_1_1_Brutus_39_T1,Heh heh heh,49,Marcus,Brutus,6_MC,8_MO,,,,,,
B_1_1_Darwin_40_T1,Julius! No!,50,Darwin,,12_MO_EI,,,,,,,
B_1_1_Darwin_40_T2,Don't!,51,Darwin,,14_MO_EI,,,,,,,
,,,,,,,,,,,,
$Title,SpiderIntro_1_p3,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,sides,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
B_1_1_RedWally_41_T1,No!,0,Red,Wally,6_MO_EI,10_MO_EI,,,,,,
B_1_1_Julius_43_T1,Have fun cleaning this up!,1,,Julius,,8_MO_EI,,,,,,
,,,,,,,,,,,,
$Title,SpiderIntro_1_p4,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,sides,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
P_1_1_Marcus_26_T1,HAHAHA!,0,Marcus,Brutus,6_MO,8_MC,,,,,,
P_1_1_Brutus_27_T1,Heh heh heh. ,1,Marcus,Brutus,6_MC,8_MO,,,,,,
,,,,,,,,,,,,
$Title,SpiderIntro_1_p5,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
B_1_1_Red_44_T1,Oh no! Not again!,0,Red,Wally,,,,,,,,
B_1_1_Wally_45_T1,There’s no use getting worked up over it.,1,Red,Wally,,,,,,,,
B_1_1_Wally_45_T2,The best we can do is just clean this up and move forward.,2,Red,Wally,,,,,,,,
B_1_1_Red_46_T1,sigh ,3,Red,Wally,,,,,,,,
B_1_1_Red_46_T2,you’re right Wally. I just wish we could help him,4,Red,Wally,,,,,,,,
B_1_1_Red_46_T3,It seems like he doesn't have good role models for friends.,5,Red,Wally,,,,,,,,
B_1_1_Wally_47_T1,You’re right about that Red.,6,Red,Wally,,,,,,,,
B_1_1_Wally_47_T2,Let's get this cleaned up.,7,Red,Wally,,,,,,,,
B_1_1_Red_48_T1,Sounds like a plan! ,8,Red,Wally,,,,,,,,
B_1_1_Red_48_T2,Alright explorer you heard Wally!,9,Red,Wally,,,,,,,,
B_1_1_Red_48_T3,Let's get this place all cleaned up!,10,Red,Wally,,,,,,,,
B_1_1_Spindle_49_T1,OW!,11,,Spindle,,,,,,,,
B_1_1_Red_50_T1,What was that?,12,Red,,,,,,,,,
,,,,,,,,,,,,
$Title,SpiderIntro_1_p6,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
B_1_1_Spindle_51_T1,OW OW OW!,0,,Spindle,,,,,,,,
B_1_1_Red_52_T1,Hey are you okay!?,1,Red,Spindle,,,,,,,,
B_1_1_Spindle_53_T1,AHH! W-who are you?!,2,Red,Spindle,,,,,,,,
B_1_1_Darwin_54_T1,Oh!,3,Darwin,Spindle,,,,,,,,
B_1_1_Darwin_54_T2,Uhh... ,4,Darwin,Spindle,,,,,,,,
B_1_1_Darwin_54_T3,my name is Darwin! And these are my friends…,5,Darwin,Spindle,,,,,,,,
B_1_1_Darwin_54_T4,uhhhh...,6,Darwin,Spindle,,,,,,,,
B_1_1_Wally_55_T1,Hey~ I’m Wally,7,Wally,Spindle,,,,,,,,
B_1_1_Red_56_T1,And I’m Red!,8,Red,Spindle,,,,,,,,
B_1_1_Red_56_T2,This is our friend~ they are an explorer! ,9,Red,Spindle,,,,,,,,
B_1_1_Red_56_T3,What is your name?,10,Red,Spindle,,,,,,,,
B_1_1_Spindle_57_T1,OH! Uhh,11,Red,Spindle,,,,,,,,
B_1_1_Spindle_57_T2,Sorry… my name is Spindle,12,Red,Spindle,,,,,,,,
B_1_1_Darwin_58_T1,Are you alright Spindle? What happened?,13,Darwin,Spindle,,,,,,,,
B_1_1_Spindle_59_T1,I heard shouting so I came over to see what was going on.,14,Darwin,Spindle,,,,,,,,
B_1_1_Spindle_59_T2,I guess I got caught in the destruction...,15,Darwin,Spindle,,,,,,,,
B_1_1_Spindle_59_T3,Ow…,16,Darwin,Spindle,,,,,,,,
B_1_1_Red_60_T1,Oh you poor thing!,17,Red,Spindle,,,,,,,,
B_1_1_Wally_61_T1,Is there anything we can do to help?,18,Wally,Spindle,,,,,,,,
B_1_1_Spindle_62_T1,I don't know… umm…,19,Wally,Spindle,,,,,,,,
B_1_1_Red_63_T1,I know!,20,Red,Spindle,,,,,,,,
B_1_1_Red_63_T2,Wally~ the explorer~ and I can help clean up this place and patch you up!,21,Red,Spindle,,,,,,,,
B_1_1_Spindle_64_T1,Oh?!,22,Red,Spindle,,,,,,,,
B_1_1_Wally_65_T1,Yeah! Sounds like a good plan! ,23,Red,Wally,,,,,,,,
B_1_1_Wally_65_T2,Also Darwin?,24,Red,Wally,,,,,,,,
B_1_1_Darwin_66_T1,Yes?,25,Darwin,Wally,,,,,,,,
B_1_1_Wally_67_T1,It looks like the story you told the prince got to him a little bit. ,26,Darwin,Wally,,,,,,,,
B_1_1_Wally_67_T2,Would you be able to think of more stories to tell?,27,Darwin,Wally,,,,,,,,
B_1_1_Darwin_68_T1,Hmmm.. ,28,Darwin,Wally,,,,,,,,
B_1_1_Darwin_68_T2,I suppose so.. ,29,Darwin,Wally,,,,,,,,
B_1_1_Darwin_68_T3,But with this mess it’s hard to jog my memory…,30,Darwin,Wally,,,,,,,,
B_1_1_Red_69_T1,That’s okay!,31,Darwin,Red,,,,,,,,
B_1_1_Red_69_T2,You think of stories while we can up and help Spindle!,32,Darwin,Red,,,,,,,,
B_1_1_Spindle_70_T1,Would you r-really do that for me?,33,Spindle,Red,,,,,,,,
B_1_1_Spindle_70_T2,Ow..,34,Spindle,Red,,,,,,,,
B_1_1_Red_71_T1,Of course Spindle!,35,Spindle,Red,,,,,,,,
B_1_1_Red_71_T2,You rest while we take care of everything.,36,Spindle,Red,,,,,,,,
B_1_1_Spindle_72_T1,Thank you so much!,37,Spindle,Red,,,,,,,,
B_1_1_Spindle_72_T2,Ow...,38,Spindle,Red,,,,,,,,
B_1_1_Darwin_73_T1,Okay!,39,Darwin,,,,,,,,,
B_1_1_Darwin_73_T2,Sounds like a plan...,40,Darwin,,,,,,,,,
B_1_1_Darwin_73_T3,I’ll uh go think some more...,41,Darwin,,,,,,,,,
B_1_1_Wally_74_T1,Okay let's get started.,42,Wally,Red,,,,,,,,
B_1_1_Red_75_T1,Right! ,43,Wally,Red,,,,,,,,
,,,,,,,,,,,,
$Title,SpindleQuips_1_p1,,,,,,,,,,,
$Quip Collection,yes,,,,,,,,,,,
$Talkie Start,up,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
B_1_2a_Spindle_1_T1,Ow… ,0,,Spindle,,,,,,,,
B_1_2a_Spindle_1_T2,Thanks for helping~ you got this!,1,,Spindle,,,,,,yes,,
B_1_2a_Spindle_2_T1,Ow… ,2,,Spindle,,,,,,,,
B_1_2a_Spindle_2_T2,let's start playing yes?,3,,Spindle,,,,,,yes,,
B_1_2a_Spindle_3_T1,Want to keep practicing?,4,,Spindle,,,,,,,,
B_1_2a_Spindle_3_T2,Ow…,5,,Spindle,,,,,,yes,,
B_1_2a_Spindle_4_T1,Practice makes perfect...,6,,Spindle,,,,,,,,
B_1_2a_Spindle_4_T2,Ow…,7,,Spindle,,,,,,yes,,
B_1_2a_Spindle_5_T1,You’ve got this... ,8,,Spindle,,,,,,,,
B_1_2a_Spindle_5_T2,Ow...,9,,Spindle,,,,,,yes,,
,,,,,,,,,,,,
$Title,SpindleQuips_2_p1,,,,,,,,,,,
$Quip Collection,yes,,,,,,,,,,,
$Talkie Start,up,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
B_1_2b_Spindle_1_T1,H-hey there friend! ,0,,Spindle,,,,,,,,
B_1_2b_Spindle_1_T2,Do you want to play some more?,1,,Spindle,,,,,,yes,,
B_1_2b_Spindle_2_T1,OH! AH! What!? ,2,,Spindle,,,,,,,,
B_1_2b_Spindle_2_T2,*eats bug*,3,,Spindle,,,,,,,,
B_1_2b_Spindle_2_T3,…Sorry… you startled me for a second.,4,,Spindle,,,,,,yes,,
B_1_2b_Spindle_3_T1,N-nice to see you again friend! Do you want to practice some more?,5,,Spindle,,,,,,,,
B_1_2b_Spindle_3_T2,Do you want to practice some more?,6,,Spindle,,,,,,yes,,
B_1_2b_Spindle_4_T1,Let’s p-play some more~ yes?,7,,Spindle,,,,,,yes,,
B_1_2b_Spindle_5_T1,OH! ,8,,Spindle,,,,,,,,
B_1_2b_Spindle_5_T2,H-hello friend!,9,,Spindle,,,,,,,,
B_1_2b_Spindle_5_T3,Do you want to play?,10,,Spindle,,,,,,yes,,
,,,,,,,,,,,,
$Title,SpiderRebuilt_1_p1,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
B_1_3_Wally_1_T1,It looks great.,0,Wally,,,,,,,,,
B_1_3_Spindle_2_T1,WOW! ,1,Spindle,,,,,,,,,
B_1_3_Spindle_2_T2,It looks amazing! I also feel so much better! ,2,Spindle,,,,,,,,,
B_1_3_Spindle_2_T3,T-thank you so much for your help!,3,Spindle,,,,,,,,,
B_1_3_Red_3_T1,I'm so glad we could help you feel better~ Spindle!,4,Red,Spindle,,,,,,,,
B_1_3_Wally_4_T1,I second that!,5,Wally,Spindle,,,,,,,,
B_1_3_Red_5_T1,Have you thought of any stories~ Darwin?,6,Red,Spindle,,,,,,,,
B_1_3_Darwin_6_T1,Oh!,7,Red,Darwin,,,,,,,,
B_1_3_Darwin_6_T2,I have! I need to look up ahead to find Julius!,8,Red,Darwin,,,,,,,,
,,,,,,,,,,,,
$Title,SpiderRebuilt_1_p2,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,left,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
B_1_3_Red_7_T1,Darwin~ wait!,0,Red,,,,,,,,,
B_1_3_Wally_8_T1,There he goes again…,1,Red,Wally,,,,,,,,
B_1_3_Red_9_T1,We will just have to catch up to him eventually.,2,Red,Wally,,,,,,,,
B_1_3_Spindle_10_T1,I won't keep y-you here much longer!,3,Red,Spindle,,,,,,,,
B_1_3_Spindle_10_T2,G-go catch up to your friend!,4,Red,Spindle,,,,,,,,
B_1_3_Spindle_10_T3,OH!,5,Red,Spindle,,,,,,,,
B_1_3_Red_11_T1,What?!,6,Red,Spindle,,,,,,,,
,,,,,,,,,,,,
$Title,SpiderRebuilt_1_p3,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
P_1_1_Marcus_26_T1,HAHAHA!,0,Marcus,Brutus,6_MO,8_MC,,,,,,
P_1_1_Brutus_27_T1,Heh heh heh. ,1,Marcus,Brutus,6_MC,8_MO,,,,,,
B_1_3_Julius_12_T1,It seems you’ve cleaned up my mess yet again.,2,,Julius,,,,,,,,
B_1_3_Spindle_13_T1,Your majesty…,3,Spindle,Julius,,,,,,,,
B_1_3_Spindle_13_T2,W-why did you do this?,4,Spindle,Julius,,,,,,,,
B_1_3_Marcus_14_T1,SILENCE!,5,Marcus,Brutus,,,,,,,,
B_1_3_Marcus_14_T2,He wasn't speaking to you~ commoner!,6,Marcus,Brutus,,,,,,,,
B_1_3_Brutus_15_T1,Yeah...what he said...,7,Marcus,Brutus,,,,,,,,
B_1_3_Brutus_15_T2,yawn...,8,Marcus,Brutus,,,,,,,,
B_1_3_Spindle_16_T1,O-oh...,9,Spindle,,,,,,,,,
B_1_3_Spindle_16_T2,I-I’m s-sorry…,10,Spindle,,,,,,,,,
B_1_3_Red_17_T1,Hey! ,11,Red,Wally,,,,,,,,
B_1_3_Red_17_T2,It’s not nice to speak to people like that!,12,Red,Wally,,,,,,,,
B_1_3_Wally_18_T1,Yeah! That was really hurtful! ,13,Red,Wally,,,,,,,,
B_1_3_Julius_19_T1,I…,14,Red,Julius,,,,,,,,
B_1_3_Julius_19_T2,It doesn't matter! You know that’s next! ,15,Red,Julius,,,,,,,,
B_1_3_Julius_19_T3,You know the rules.,16,Red,Julius,,,,,,,,
B_1_3_Julius_19_T4,If you win ,17,Red,Julius,,,,,,,,
B_1_3_Julius_19_T5,you can keep getting in my way and move forward. But~,18,Red,Julius,,,,,,,,
B_1_3_Julius_19_T6,If I beat you~,19,Red,Julius,,,,,,,,
B_1_3_Julius_19_T7,you have to leave me alone and let me do what I want!,20,Red,Julius,,,,,,,,
B_1_3_Marcus_20_T1,Yeah! This time he’ll beat you for sure!,21,Marcus,Brutus,,,,,,,,
B_1_3_Brutus_21_T1,Yeah… ,22,Marcus,Brutus,,,,,,,,
B_1_3_Brutus_21_T2,what he said…,23,Marcus,Brutus,,,,,,,,
B_1_3_Red_22_T1,You’ve got this explorer! I believe in you!,24,Red,Wally,,,,,,,,
B_1_3_Wally_23_T1,You can do it!,25,Red,Wally,,,,,,,,
B_1_3_Julius_24_T1,Alright let’s get started.,26,,Julius,,,,,,,,
,,,,,,,,,,,,
$Title,SpiderDefeated_1_p1,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,sides,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
B_1_4_Julius_1_T1,H-how!?,0,,Julius,,,,,,,,
B_1_4_Julius_1_T2,Again!?,1,,Julius,,,,,,,,
B_1_4_Marcus_2_T1,NO!,2,Marcus,Brutus,,,,,,,,
B_1_4_Brutus_3_T1,Aw...,3,Marcus,Brutus,,,,,,,,
B_1_4_Red_4_T1,Good job explorer!,4,Red,Wally,,,,,,,,
B_1_4_Red_4_T2,I knew you could do it!,5,Red,Wally,,,,,,,,
B_1_4_Wally_5_T1,Amazing as always.,6,Red,Wally,,,,,,,,
B_1_4_Spindle_6_T1,T-that was p-pretty cool!,7,Red,Spindle,,,,,,,,
B_1_4_Marcus_7_T1,SILENCE!,8,Marcus,Brutus,,,,,,,,
B_1_4_Marcus_7_T2,You mock your future king!,9,Marcus,Brutus,,,,,,,,
B_1_4_Brutus_8_T1,Yawn...,10,Marcus,Brutus,,,,,,,,
B_1_4_Brutus_8_T2,Yeah… that...,11,Marcus,Brutus,,,,,,,,
B_1_4_Spindle_9_T1,O-Oh…,12,Spindle,,,,,,,,,
B_1_4_Wally_10_T1,Hey! That’s not nice!,13,Wally,,,,,,,,,
B_1_4_Julius_11_T1,…,14,Wally,Julius,,,,,,,,
B_1_4_Julius_11_T2,Whatever! I’ll get you next time!,15,Wally,Julius,,,,,,,,
,,,,,,,,,,,,
$Title,SpiderDefeated_1_p2,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
B_1_4_Marcus_12_T1,You won’t be so lucky next time!,0,Marcus,Brutus,,,,,,,,
P_1_1_Marcus_26_T1,HAHAHA!,1,Marcus,Brutus,6_MO,8_MC,,,,,,
B_1_4_Brutus_13_T1,Yeah…,2,Marcus,Brutus,,,,,,,,
P_1_1_Brutus_27_T1,Heh heh heh. ,3,Marcus,Brutus,6_MC,8_MO,,,,,,
,,,,,,,,,,,,
$Title,SpiderDefeated_1_p3,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
B_1_4_Red_14_T1,Are you alright~ Spindle?,0,Red,Spindle,,,,,,,,
B_1_4_Spindle_15_T1,Y-yeah…,1,Red,Spindle,,,,,,,,
B_1_4_Spindle_15_T2,I-I never thought that the prince would act this way… ,2,Red,Spindle,,,,,,,,
B_1_4_Spindle_15_T3,the future of this kingdom…,3,Red,Spindle,,,,,,,,
B_1_4_Wally_16_T1,Spindle?,4,Wally,Spindle,,,,,,,,
B_1_4_Spindle_17_T1,O-oh! S-sorry…,5,Wally,Spindle,,,,,,,,
B_1_4_Spindle_17_T2,I’m just worried  is all...,6,Wally,Spindle,,,,,,,,
B_1_4_Wally_18_T1,Try to not worry so much.,7,Wally,Spindle,,,,,,,,
B_1_4_Wally_18_T2,Okay Spindle?,8,Wally,Spindle,,,,,,,,
B_1_4_Red_19_T1,Yeah! We’re going to help the prince just wait and see!,9,Red,Spindle,,,,,,,,
B_1_4_Spindle_20_T1,O-okay…,10,Red,Spindle,,,,,,,,
B_1_4_Spindle_20_T2,Anyway.,11,Red,Spindle,,,,,,,,
B_1_4_Spindle_20_T3,t-thank you for helping me! ,12,Red,Spindle,,,,,,,,
B_1_4_Spindle_20_T4,You are always welcome here!,13,Red,Spindle,,,,,,,,
B_1_4_Red_21_T1,You’re welcome!,14,Red,Spindle,,,,,,,,
B_1_4_Red_21_T2,We will come back soon!,15,Red,Spindle,,,,,,,,
B_1_4_Wally_22_T1,Alright team.,16,Red,Wally,,,,,,,,
B_1_4_Wally_22_T2,Let's meet up with Darwin!,17,Red,Wally,,,,,,,,
B_1_4_Red_23_T1,Right!,18,Red,Wally,,,,,,,,
,,,,,,,,,,,,
$Title,OCampIntro_1_p1,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
B_2_1_Red_1_T1,Oh!,0,Red,Clogg,,,,,,,,
B_2_1_Red_1_T2,It’s good to see you~ Clogg!,1,Red,Clogg,,,,,,,,
B_2_1_Clogg_2_T1,Ah~ it’s you guys again.,2,Red,Clogg,,,,,,,,
B_2_1_Wally_3_T1,That it is.,3,Wally,Clogg,,,,,,,,
B_2_1_Clogg_4_T1,It seems the unruly prince is at it again.,4,Wally,Clogg,,,,,,,,
B_2_1_Red_5_T1,Unfortunately~,5,Red,Clogg,,,,,,,,
B_2_1_Red_5_T2,we’re trying to find a way to stop him.,6,Red,Clogg,,,,,,,,
B_2_1_Clogg_6_T1,I see.,7,Red,Clogg,,,,,,,,
B_2_1_Clogg_6_T2,In any case~,8,Red,Clogg,,,,,,,,
B_2_1_Clogg_6_T3,would you be able to help me clean up this village as well?,9,Red,Clogg,,,,,,,,
B_2_1_Red_7_T1,Of course we will!,10,Red,Clogg,,,,,,,,
B_2_1_Wally_8_T1,You can count on us!,11,Wally,Clogg,,,,,,,,
B_2_1_Clogg_9_T1,I know.,12,Wally,Clogg,,,,,,,,
B_2_1_Red_10_T1,Alright explorer! Let’s get started!,13,Red,,,,,,,,,
,,,,,,,,,,,,
$Title,OCampRebuilt_1_p1,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,left,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
B_2_2_Red_1_T1,All done!,0,Red,Wally,,,,,,,,
B_2_2_Wally_2_T1,Whew~,1,Red,Wally,,,,,,,,
B_2_2_Wally_2_T2,that was a lot of hard work!,2,Red,Wally,,,,,,,,
B_2_2_Clogg_3_T1,Thank you for your help,3,Red,Clogg,,,,,,,,
B_2_2_Clogg_3_T2,You did well.,4,Red,Clogg,,,,,,,,
B_2_2_Red_4_T1,It was no trouble at all-,5,Red,Clogg,,,,,,,,
P_1_1_RedWally_9_T1,!!!,6,Red,Wally,5_MO_EI,6_MO_EI,,,,,,
B_2_2_Clogg_5_T1,...,7,Clogg,,,,,,,,,
,,,,,,,,,,,,
$Title,OCampRebuilt_1_p2,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
P_1_1_Marcus_26_T1,HAHAHA!,0,Marcus,Brutus,6_MO,8_MC,,,,,,
P_1_1_Brutus_27_T1,Heh heh heh. ,1,Marcus,Brutus,6_MC,8_MO,,,,,,
B_2_2_Julius_6_T1,You keep bothering me.,2,,Julius,,,,,,,,
B_2_2_Julius_6_T2,It’s getting old!,3,,Julius,,,,,,,,
B_2_2_Marcus_7_T1,You should just leave the prince alone!,4,Marcus,Brutus,,,,,,,,
B_2_2_Marcus_7_T2,And let him do as he pleases!,5,Marcus,Brutus,,,,,,,,
B_2_2_Brutus_8_T1,yeah…just leave him alone…,6,Marcus,Brutus,,,,,,,,
B_2_2_Red_9_T1,Your highness! ,7,Red,Julius,,,,,,,,
